"ID","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","type","location","type_numeric"
91,7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,7,"red","California",2
92,6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7,"red","California",2
94,5.7,0.28,0.28,2.2,0.019,15,65,0.9902,3.06,0.52,11.2,6,"white","California",4
95,5.9,0.29,0.25,13.4,0.067,72,160,0.99721,3.33,0.54,10.3,6,"red","California",2
98,6.9,0.26,0.27,4.2,0.031,20,80,0.99089,3.12,0.39,11.5,6,"white","California",4
100,7.8,0.32,0.33,10.4,0.031,47,194,0.99692,3.07,0.58,9.6,6,"white","California",4
101,7.6,0.21,0.35,1.2,0.041,7,106,0.9914,3.06,0.45,11.3,4,"white","California",4
102,6.4,0.26,0.24,6.4,0.04,27,124,0.9903,3.22,0.49,12.6,7,"white","California",4
105,6.2,0.43,0.22,1.8,0.078,21,56,0.99633,3.52,0.6,9.5,6,"red","California",2
106,6.9,0.42,0.2,15.4,0.043,57,201,0.99848,3.08,0.54,9.4,5,"white","California",4
110,7,0.18,0.37,1.5,0.043,16,104,0.99216,3.18,0.5,10.8,5,"white","California",4
111,6.8,0.73,0.2,6.6,0.054,25,65,0.99324,3.12,0.28,11.1,4,"white","California",4
112,6.4,0.25,0.32,5.5,0.049,41,176,0.995,3.19,0.68,9.2,6,"white","California",4
113,6.8,0.25,0.24,1.6,0.045,39,164,0.99402,3.53,0.58,10.8,5,"white","California",4
115,6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11,6,"white","California",4
119,7,0.15,0.29,16.4,0.058,45,110,0.9978,3.15,0.37,9.7,6,"white","California",4
123,6.5,0.22,0.45,8,0.053,52,196,0.9959,3.23,0.48,9.1,6,"white","California",4
124,8.4,0.2,0.31,2.8,0.054,16,89,0.99416,2.96,0.45,9.5,6,"white","California",4
126,8,0.37,0.32,1.6,0.04,32,166,0.992,3,0.55,11.3,7,"white","California",4
127,6,0.26,0.15,1.3,0.06,51,154,0.99354,3.14,0.51,8.7,5,"none","California",1
129,6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,7,"none","California",1
130,6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,5,"white","California",4
131,7,0.23,0.36,7.1,0.028,31,104,0.9922,3.35,0.47,12.1,8,"none","California",1
132,5.7,0.16,0.26,6.3,0.043,28,113,0.9936,3.06,0.58,9.9,6,"none","California",1
133,6.1,0.105,0.31,1.3,0.037,55,145,0.9912,3.41,0.41,11.1,7,"none","California",1
134,8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,7,"none","California",1
135,6.4,0.36,0.21,2.2,0.047,26,48,0.99661,3.47,0.77,9.7,6,"red","California",2
138,11.8,0.26,0.52,1.8,0.071,6,10,0.9968,3.2,0.72,10.2,7,"none","California",1
139,7.2,0.24,0.29,3,0.036,17,117,0.99411,3.36,0.68,10.1,6,"none","California",1
140,7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,6,"none","California",1
142,6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,6,"white","California",4
143,6.6,0.31,0.37,6.2,0.052,13,164,0.99602,3.24,0.39,8.8,4,"none","California",1
147,7.4,0.32,0.55,16.6,0.056,53,238,1.0017,2.96,0.58,8.7,6,"white","California",4
148,7.3,0.31,0.25,6.65,0.032,30,138,0.99244,2.9,0.37,11.1,5,"white","California",4
151,9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,7,"red","California",2
152,7.4,0.25,0.29,6.8,0.02,31,113,0.99338,3.13,0.29,10.8,6,"white","California",4
153,8.4,0.35,0.56,13.8,0.048,55,190,0.9993,3.07,0.58,9.4,6,"white","California",4
154,6.3,0.26,0.25,5.2,0.046,11,133,0.99202,2.97,0.68,11,6,"white","California",4
155,6.3,0.21,0.4,1.7,0.031,48,134,0.9917,3.42,0.49,11.5,6,"white","California",4
156,8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,7,"red","California",2
157,6.3,0.29,0.23,14.2,0.037,24,99,0.99528,3.08,0.38,10.6,6,"white","California",4
158,6.8,0.15,0.32,8.8,0.058,24,110,0.9972,3.4,0.4,8.8,6,"white","California",4
159,7.9,0.26,0.33,10.3,0.039,73,212,0.9969,2.93,0.49,9.5,6,"white","California",4
161,6.4,0.18,0.32,9.6,0.052,24,90,0.9963,3.35,0.49,9.4,6,"white","California",4
162,7.3,0.18,0.65,1.4,0.046,28,157,0.9946,3.33,0.62,9.4,6,"white","California",4
164,8.2,0.2,0.43,2.5,0.076,31,51,0.99672,3.53,0.81,10.4,6,"red","California",2
169,7.1,0.18,0.26,1.3,0.041,20,71,0.9926,3.04,0.74,9.9,6,"white","California",4
170,6.4,0.33,0.28,1.1,0.038,30,110,0.9917,3.12,0.42,10.5,6,"white","California",4
171,6.2,0.25,0.25,1.4,0.03,35,105,0.9912,3.3,0.44,11.1,7,"white","California",4
175,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6,"white","California",4
176,7.5,0.4,1,19.5,0.041,33,148,0.9977,3.24,0.38,12,6,"white","California",4
178,8.3,0.6,0.13,2.6,0.085,6,24,0.9984,3.31,0.59,9.2,6,"red","California",2
179,7.1,0.27,0.24,12.6,0.044,48,118,0.99726,3.04,0.56,10,7,"white","California",4
180,6.3,0.34,0.33,4.6,0.034,19,80,0.9917,3.38,0.58,12,7,"white","California",4
181,6.2,0.24,0.22,7.9,0.053,45,149,0.99545,3.23,0.52,9.3,5,"white","California",4
182,6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,6,"white","California",4
183,7.6,0.445,0.44,14.5,0.045,68,212,0.9986,3.48,0.36,10,6,"white","California",4
184,7.3,0.23,0.37,1.8,0.032,60,156,0.992,3.11,0.35,11.1,6,"white","California",4
187,6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,6,"white","California",4
188,8.5,0.17,0.74,3.6,0.05,29,128,0.9928,3.28,0.4,12.4,6,"white","California",4
191,6.6,0.24,0.3,11.3,0.026,11,77,0.99381,3.13,0.55,12.8,7,"white","California",4
192,6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,6,"white","California",4
193,6.6,0.285,0.49,11.4,0.035,57,137,0.99732,3.08,0.54,8.9,6,"white","California",4
199,6.9,0.24,0.4,15.4,0.052,81,198,0.9986,3.2,0.69,9.4,5,"white","California",4
200,9.8,0.5,0.49,2.6,0.25,5,20,0.999,3.31,0.79,10.7,6,"red","California",2
202,6.4,0.29,0.21,9.65,0.041,36,119,0.99334,2.99,0.34,10.93333333,6,"white","California",4
203,7.3,0.32,0.34,6.6,0.032,24,112,0.99505,3.22,0.46,9.8,6,"white","California",4
204,6.3,0.2,0.26,4.7,0.04,108,168,0.99278,3.07,0.75,10.7,7,"white","California",4
205,6,0.21,0.29,13.1,0.042,28,125,0.99936,3.39,0.45,8.6,5,"white","California",4
209,7.3,0.32,0.25,7.2,0.056,47,180,0.9961,3.08,0.47,8.8,5,"white","California",4
210,5.2,0.44,0.04,1.4,0.036,43,119,0.9894,3.36,0.33,12.1,8,"white","California",4
211,9.7,0.24,0.45,1.2,0.033,11,59,0.9926,2.74,0.47,10.8,6,"white","California",4
212,6.6,0.22,0.36,5.5,0.029,30,105,0.99206,3.2,0.47,11.8,6,"white","California",4
213,5.1,0.33,0.27,6.7,0.022,44,129,0.99221,3.36,0.39,11,7,"white","California",4
214,6.2,0.32,0.45,2.9,0.029,37,94,0.98998,3.25,0.6,12.4,6,"white","California",4
215,7.1,0.14,0.4,1.2,0.051,55,136,0.9932,3.3,0.96,9.8,7,"white","California",4
216,6.5,0.28,0.25,4.8,0.029,54,128,0.99074,3.17,0.44,12.2,7,"white","California",4
217,6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,6,"white","California",4
218,7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,6,"red","California",2
219,7.7,0.28,0.63,11.1,0.039,58,179,0.9979,3.08,0.44,8.8,4,"white","California",4
220,6.6,0.25,0.3,14.4,0.052,40,183,0.998,3.02,0.5,9.1,6,"white","California",4
222,6.9,0.32,0.26,2.3,0.03,11,103,0.99106,3.06,0.42,11.1,6,"white","California",4
224,9.4,0.24,0.33,2.3,0.061,52,73,0.99786,3.47,0.9,10.2,6,"red","California",2
225,6.6,0.295,0.24,1.6,0.039,29,140,0.99304,3.35,0.61,10.4,7,"white","California",4
226,6.3,0.32,0.26,12,0.049,63,170,0.9961,3.14,0.55,9.9,6,"white","California",4
227,7,0.43,0.3,2,0.085,6,39,0.99346,3.33,0.46,11.9,6,"red","California",2
229,5.1,0.11,0.32,1.6,0.028,12,90,0.99008,3.57,0.52,12.2,6,"white","California",4
231,7.9,0.29,0.49,2.2,0.096,21,59,0.99714,3.31,0.67,10.1,6,"red","California",2
233,6.3,0.2,0.26,1.6,0.027,36,141,0.99268,3.53,0.56,10.8,6,"white","California",4
235,6.5,0.35,0.36,0.8,0.034,32,111,0.98942,3.11,0.5,12.1,8,"white","California",4
238,6.7,0.25,0.31,1.35,0.061,30.5,218,0.99388,3.16,0.53,9.5,5,"white","California",4
242,6.5,0.26,0.39,1.4,0.02,12,66,0.99089,3.25,0.75,11.3,7,"white","California",4
249,8.2,0.21,0.32,10.65,0.053,53,145,0.9972,3.17,0.48,10.2,6,"white","California",4
250,7.8,0.4,0.26,9.5,0.059,32,178,0.9955,3.04,0.43,10.9,6,"white","California",4
251,7.4,0.27,0.49,1.1,0.037,33,156,0.992,3.15,0.54,11.1,6,"none","California",1
252,7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,6,"white","California",4
253,7.6,0.39,0.46,11.7,0.084,55,170,0.99773,2.91,0.51,9,5,"white","California",4
255,6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9,5,"white","California",4
256,7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12,6,"white","California",4
257,5.9,0.25,0.27,1.5,0.029,37,81,0.9892,3.2,0.46,12.2,6,"white","California",4
258,6.1,0.53,0.08,1.9,0.077,24,45,0.99528,3.6,0.68,10.3,6,"red","California",2
261,5.5,0.17,0.23,2.9,0.039,10,108,0.99243,3.28,0.5,10,5,"white","California",4
262,6.8,0.16,0.29,10.4,0.046,59,143,0.99518,3.2,0.4,10.8,6,"white","California",4
265,5.6,0.32,0.33,7.4,0.037,25,95,0.99268,3.25,0.49,11.1,6,"white","California",4
267,6.5,0.26,0.28,12.5,0.046,80,225,0.99685,3.18,0.41,10,6,"white","California",4
269,7.3,0.4,0.3,1.7,0.08,33,79,0.9969,3.41,0.65,9.5,6,"red","California",2
271,6.9,0.28,0.31,7.2,0.04,47,168,0.9946,3.29,0.57,10.6,7,"white","California",4
272,7.8,0.3,0.36,4.6,0.024,20,198,0.99222,3.06,0.66,11.9,6,"white","California",4
273,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5,"white","California",4
280,6.6,0.23,0.26,1.3,0.045,16,128,0.9934,3.36,0.6,10,6,"white","California",4
281,6.5,0.33,0.24,14.5,0.048,20,96,0.99456,3.06,0.3,11.5,8,"white","California",4
283,6,0.18,0.31,1.4,0.036,14,75,0.99085,3.34,0.58,11.1,8,"white","California",4
284,7.6,0.17,0.35,1.6,0.047,43,154,0.9934,3.36,0.69,11.1,6,"white","California",4
285,5,0.38,0.01,1.6,0.048,26,60,0.99084,3.7,0.75,14,6,"red","California",2
286,7.7,0.25,0.3,7.8,0.038,67,196,0.99555,3.1,0.5,10.1,5,"white","California",4
287,7.6,0.24,0.44,3.8,0.037,49,146,0.9911,3.06,0.37,11.6,6,"white","California",4
288,7.6,0.23,0.4,5.2,0.066,14,91,0.99488,3.17,0.8,9.7,5,"white","California",4
289,6.3,0.41,0.22,7.3,0.035,23,117,0.99172,3.2,0.39,11.94,7,"white","California",4
292,7.1,0.23,0.23,3.5,0.038,23,112,0.99157,3.05,0.37,11.36666667,6,"white","California",4
293,7.3,0.19,0.49,15.55,0.058,50,134,0.9998,3.42,0.36,9.1,7,"white","California",4
294,5.6,0.245,0.32,1.1,0.047,24,152,0.9927,3.12,0.42,9.3,6,"white","California",4
296,6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,6,"white","California",4
297,6.3,0.35,0.3,5.7,0.035,8,97,0.9927,3.27,0.41,11,7,"white","California",4
298,6.9,0.22,0.43,6.4,0.042,34,115,0.99293,3.05,0.51,10.8,6,"white","California",4
300,6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6,"white","California",4
301,7.1,0.69,0.08,2.1,0.063,42,52,0.99608,3.42,0.6,10.2,6,"red","California",2
302,6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7,7,"white","California",4
303,7.3,0.34,0.33,2.5,0.064,21,37,0.9952,3.35,0.77,12.1,7,"red","California",2
304,8.2,0.15,0.48,2.7,0.052,24,190,0.995,3.5,0.45,10.9,7,"white","California",4
305,6.9,0.23,0.33,12.8,0.056,44,169,0.998,3.42,0.42,9.8,6,"white","California",4
308,6.2,0.34,0.25,12.1,0.059,33,171,0.99769,3.14,0.56,8.7,6,"white","California",4
309,10.1,0.43,0.4,2.6,0.092,13,52,0.99834,3.22,0.64,10,7,"red","California",2
310,5.7,0.265,0.28,6.9,0.036,46,150,0.99299,3.36,0.44,10.8,7,"white","California",4
312,4.8,0.29,0.23,1.1,0.044,38,180,0.98924,3.28,0.34,11.9,6,"white","California",4
314,6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,6,"white","California",4
315,6.6,0.27,0.3,1.9,0.025,14,153,0.9928,3.29,0.62,10.5,6,"white","California",4
316,7.8,0.25,0.28,7.2,0.04,46,179,0.99541,3.14,0.6,10.1,6,"white","California",4
317,7.3,0.22,0.31,2.3,0.018,45,80,0.98936,3.06,0.34,12.9,7,"white","California",4
322,6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,5,"white","California",4
323,6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6,"white","California",4
325,6.4,0.24,0.25,20.2,0.083,35,157,0.99976,3.17,0.5,9.1,5,"white","California",4
326,7.3,0.41,0.24,6.8,0.057,41,163,0.9949,3.2,0.41,9.9,6,"white","California",4
327,6.4,0.21,0.34,16.05,0.04,56,142,0.99678,3.11,0.38,10.6,5,"white","California",4
328,5.9,0.23,0.28,8.6,0.046,37,142,0.99432,3.23,0.53,10.6,6,"white","California",4
331,7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,6,"white","California",4
332,10,0.38,0.38,1.6,0.169,27,90,0.99914,3.15,0.65,8.5,5,"red","California",2
334,8.9,0.21,0.34,7.1,0.037,33,150,0.9962,3.1,0.45,9.7,6,"white","California",4
335,6.3,0.1,0.24,6,0.039,25,107,0.99511,3.59,0.49,10.5,7,"white","California",4
336,6.3,0.27,0.49,1.2,0.063,35,92,0.9911,3.38,0.42,12.2,6,"white","California",4
340,7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,6,"red","California",2
342,6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,6,"white","California",4
343,6.7,0.23,0.31,2.1,0.046,30,96,0.9926,3.33,0.64,10.7,8,"white","California",4
344,12.5,0.28,0.54,2.3,0.082,12,29,0.9997,3.11,1.36,9.8,7,"red","California",2
345,6.8,0.26,0.48,6.2,0.049,55,182,0.99582,3.21,0.45,9.4,6,"white","California",4
346,6.7,0.37,0.41,6.3,0.061,22,149,0.9953,3.16,0.47,9.6,6,"white","California",4
347,7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,8,"white","California",4
351,7.3,0.26,0.33,17.85,0.049,41.5,195,1,3.06,0.44,9.1,7,"white","California",4
352,6.7,0.33,0.49,1.6,0.167,20,94,0.9914,3.11,0.5,11.4,6,"white","California",4
354,6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,7,"white","California",4
355,7.5,0.26,0.25,1.7,0.038,29,129,0.99312,3.45,0.56,10.4,6,"white","California",4
356,10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,6,"red","California",2
358,6.2,0.17,0.3,1.1,0.037,14,79,0.993,3.5,0.54,10.3,6,"white","California",4
359,6.7,0.15,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4,6,"white","California",4
360,6.7,0.33,0.34,7.5,0.036,39,124,0.99123,2.99,0.32,12.4,8,"white","California",4
362,5.2,0.31,0.2,2.4,0.027,27,117,0.98886,3.56,0.45,13,7,"white","California",4
363,8,0.2,0.4,5.2,0.055,41,167,0.9953,3.18,0.4,10.6,7,"white","California",4
364,7.2,0.27,0.28,15.2,0.046,6,41,0.99665,3.17,0.39,10.9,6,"white","California",4
366,6.6,0.28,0.23,10.4,0.049,45,190,0.99754,3.12,0.51,8.8,5,"white","California",4
368,6.7,0.24,0.29,6.8,0.038,54,127,0.9932,3.33,0.46,11.6,7,"white","California",4
369,7.5,0.35,0.37,2.5,0.066,29,89,0.98964,3.14,0.42,12.7,6,"white","California",4
370,7.1,0.18,0.26,1.3,0.041,20,71,0.9926,3.04,0.74,9.9,6,"white","California",4
373,7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,6,"white","California",4
374,6.4,0.22,0.32,12,0.066,57,158,0.9992,3.6,0.43,9,6,"white","California",4
375,9.1,0.795,0,2.6,0.096,11,26,0.9994,3.35,0.83,9.4,6,"red","California",2
376,6.6,0.12,0.25,1.4,0.039,21,131,0.99114,3.2,0.45,11.2,7,"white","California",4
377,7.1,0.36,0.4,1.95,0.033,26,118,0.98934,3.2,0.45,13.5,7,"white","California",4
379,7.2,0.24,0.3,1.2,0.037,11,95,0.98914,2.96,0.36,12.5,6,"white","California",4
380,7.4,0.29,0.28,10.2,0.032,43,138,0.9951,3.1,0.47,10.6,6,"white","California",4
381,7.6,0.21,0.49,2.5,0.047,20,130,0.99178,3.15,0.48,11.1,5,"white","California",4
382,6.1,0.28,0.16,1.3,0.06,36,126,0.99353,3.13,0.46,8.7,6,"white","California",4
385,6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6,"white","California",4
386,6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4,7,"white","California",4
387,8.4,0.29,0.4,1.7,0.067,8,20,0.99603,3.39,0.6,10.5,5,"red","California",2
388,9.2,0.28,0.41,1,0.042,14,59,0.9922,2.96,0.25,10.5,6,"white","California",4
389,6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,7,"white","California",4
393,7.2,0.25,0.32,1.5,0.054,24,105,0.99154,3.17,0.48,11.1,6,"white","California",4
394,7.5,0.18,0.45,4.6,0.041,67,158,0.9927,3.01,0.38,10.6,6,"white","California",4
395,12.2,0.34,0.5,2.4,0.066,10,21,1,3.12,1.18,9.2,6,"red","California",2
396,7.1,0.61,0.02,2.5,0.081,17,87,0.99745,3.48,0.6,9.7,6,"red","California",2
397,12.9,0.35,0.49,5.8,0.066,5,35,1.0014,3.2,0.66,12,7,"red","California",2
398,7.2,0.31,0.35,7.2,0.046,45,178,0.9955,3.14,0.53,9.7,5,"white","California",4
401,8.5,0.585,0.18,2.1,0.078,5,30,0.9967,3.2,0.48,9.8,6,"red","California",2
402,5.1,0.165,0.22,5.7,0.047,42,146,0.9934,3.18,0.55,9.9,6,"white","California",4
403,7.7,0.23,0.31,10.7,0.038,59,186,0.9969,3.12,0.55,9.5,6,"none","California",1
404,7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,6,"white","California",4
410,5.8,0.27,0.4,1.2,0.076,47,130,0.99185,3.13,0.45,10.3,6,"white","California",4
411,7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11,7,"white","California",4
416,6.2,0.16,0.34,1.7,0.038,85,153,0.9909,3.33,0.86,12,7,"none","California",1
419,6.3,0.22,0.22,5.6,0.039,31,128,0.99296,3.12,0.46,10.4,6,"white","California",4
420,6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,5,"red","California",2
421,6.5,0.34,0.27,2.8,0.067,8,44,0.99384,3.21,0.56,12,6,"red","California",2
422,11.1,0.31,0.53,2.2,0.06,3,10,0.99572,3.02,0.83,10.9,7,"red","California",2
423,8.4,0.27,0.3,2.2,0.037,36,129,0.99085,2.89,0.3,11.46666667,6,"white","California",4
424,7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5,7,"white","California",4
425,5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,6,"white","California",4
431,10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,6,"red","California",2
433,7.5,0.31,0.24,7.1,0.031,28,141,0.99397,3.16,0.38,10.6,7,"white","California",4
434,6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,6,"white","California",4
435,7,0.12,0.32,7.2,0.058,22,89,0.9966,3.29,0.38,9.2,6,"white","California",4
436,7.1,0.46,0.23,13.7,0.045,44,192,0.9981,3.11,0.53,9.4,5,"white","California",4
