"ID","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","type","location","type_numeric"
81,0.186440677966102,0.0490196078431373,0.216867469879518,0.029126213592233,0.105911330049261,0.198198198198198,0.222222222222222,0.113410952996978,0.294573643410853,0.245614035087719,0.578512396694215,7,"WHITE","CALIFORNIA",3
82,0.542372881355932,0.352941176470588,0.253012048192771,0.0420711974110032,0.152709359605911,0.0540540540540541,0.0471380471380471,0.368693402328589,0.325581395348837,0.5,0.512396694214876,7,"RED","CALIFORNIA",2
84,0.26271186440678,0.107843137254902,0.192771084337349,0.233009708737864,0.0812807881773399,0.261261261261261,0.417508417508417,0.321259163432513,0.527131782945736,0.149122807017544,0.413223140495868,6,"WHITE","CALIFORNIA",3
85,0.313559322033898,0.490196078431372,0.337349397590361,0.0776699029126214,0.354679802955665,0.036036036036036,0.0269360269360269,0.329883570504526,0.37984496124031,0.710526315789474,0.595041322314049,6,"RED","CALIFORNIA",2
87,0.135593220338983,0.147058823529412,0.216867469879518,0.0258899676375405,0.0517241379310345,0.657657657657658,0.387205387205387,0.11427339370418,0.403100775193799,0.675438596491228,0.677685950413223,7,"WHITE","CALIFORNIA",3
88,0.271186440677966,0.294117647058824,0.295180722891566,0.058252427184466,0.216748768472906,0.288288288288288,0.265993265993266,0.391979301423025,0.51937984496124,0.482456140350877,0.56198347107438,6,"RED","CALIFORNIA",2
90,0.220338983050847,0.274509803921569,0.319277108433735,0.0485436893203884,0.544334975369458,0.162162162162162,0.0976430976430976,0.271237602414831,0.503875968992248,0.62280701754386,0.727272727272727,6,"RED","CALIFORNIA",2
91,0.305084745762712,0.544117647058824,0.0602409638554217,0.0550161812297735,0.17487684729064,0.135135135135135,0.0909090909090909,0.442000862440708,0.666666666666667,0.412280701754386,0.462809917355372,7,"RED","CALIFORNIA",2
92,0.245762711864407,0.196078431372549,0.168674698795181,0.0550161812297735,0.00738916256157636,0.315315315315315,0.316498316498317,0.152220784821041,0.41860465116279,0.149122807017544,0.611570247933884,7,"RED","CALIFORNIA",2
94,0.161016949152542,0.196078431372549,0.168674698795181,0.0485436893203884,0.0246305418719212,0.126126126126126,0.198653198653199,0.13324708926261,0.263565891472868,0.263157894736842,0.528925619834711,6,"WHITE","CALIFORNIA",3
95,0.177966101694915,0.205882352941176,0.150602409638554,0.411003236245955,0.142857142857143,0.63963963963964,0.518518518518518,0.435532557136698,0.472868217054264,0.280701754385965,0.380165289256198,6,"RED","CALIFORNIA",2
98,0.26271186440678,0.176470588235294,0.162650602409639,0.113268608414239,0.0541871921182266,0.171171171171171,0.249158249158249,0.163001293661062,0.310077519379845,0.149122807017544,0.578512396694215,6,"WHITE","CALIFORNIA",3
100,0.338983050847458,0.235294117647059,0.198795180722892,0.313915857605178,0.0541871921182266,0.414414414414414,0.632996632996633,0.423027166882277,0.271317829457364,0.31578947368421,0.264462809917355,6,"WHITE","CALIFORNIA",3
101,0.322033898305085,0.127450980392157,0.210843373493976,0.0161812297734628,0.0788177339901478,0.0540540540540541,0.336700336700337,0.184993531694692,0.263565891472868,0.201754385964912,0.545454545454546,4,"WHITE","CALIFORNIA",3
102,0.220338983050847,0.176470588235294,0.144578313253012,0.184466019417476,0.0763546798029557,0.234234234234234,0.397306397306397,0.137559292798617,0.387596899224806,0.236842105263158,0.760330578512396,7,"WHITE","CALIFORNIA",3
105,0.203389830508475,0.343137254901961,0.132530120481928,0.0355987055016181,0.169950738916256,0.18018018018018,0.168350168350168,0.397585166019838,0.62015503875969,0.333333333333333,0.247933884297521,6,"RED","CALIFORNIA",2
106,0.26271186440678,0.333333333333333,0.120481927710843,0.475728155339806,0.083743842364532,0.504504504504504,0.656565656565657,0.490297542043986,0.27906976744186,0.280701754385965,0.231404958677686,5,"WHITE","CALIFORNIA",3
110,0.271186440677966,0.0980392156862745,0.22289156626506,0.0258899676375405,0.083743842364532,0.135135135135135,0.32996632996633,0.217766278568349,0.356589147286822,0.245614035087719,0.462809917355372,5,"WHITE","CALIFORNIA",3
111,0.254237288135593,0.637254901960784,0.120481927710843,0.190938511326861,0.110837438423645,0.216216216216216,0.198653198653199,0.264338076757222,0.310077519379845,0.0526315789473684,0.512396694214876,4,"WHITE","CALIFORNIA",3
112,0.220338983050847,0.166666666666667,0.192771084337349,0.155339805825243,0.0985221674876847,0.36036036036036,0.572390572390572,0.340232858990943,0.364341085271318,0.403508771929825,0.198347107438016,6,"WHITE","CALIFORNIA",3
113,0.254237288135593,0.166666666666667,0.144578313253012,0.029126213592233,0.0886699507389163,0.342342342342342,0.531986531986532,0.297973264338076,0.627906976744186,0.31578947368421,0.462809917355372,5,"WHITE","CALIFORNIA",3
115,0.254237288135593,0.107843137254902,0.198795180722892,0.135922330097087,0.0935960591133005,0.369369369369369,0.417508417508417,0.246658042259593,0.310077519379845,0.298245614035088,0.495867768595041,6,"WHITE","CALIFORNIA",3
119,0.271186440677966,0.0686274509803921,0.174698795180723,0.508090614886731,0.120689655172414,0.396396396396396,0.35016835016835,0.460974557999138,0.333333333333333,0.131578947368421,0.28099173553719,6,"WHITE","CALIFORNIA",3
123,0.228813559322034,0.137254901960784,0.271084337349398,0.236245954692557,0.108374384236453,0.459459459459459,0.63973063973064,0.379042690815006,0.395348837209302,0.228070175438596,0.181818181818182,6,"WHITE","CALIFORNIA",3
124,0.389830508474576,0.117647058823529,0.186746987951807,0.0679611650485437,0.110837438423645,0.135135135135135,0.279461279461279,0.304010349288487,0.186046511627907,0.201754385964912,0.247933884297521,6,"WHITE","CALIFORNIA",3
126,0.355932203389831,0.284313725490196,0.192771084337349,0.029126213592233,0.0763546798029557,0.279279279279279,0.538720538720539,0.210866752910736,0.217054263565891,0.289473684210526,0.545454545454546,7,"WHITE","CALIFORNIA",3
127,0.186440677966102,0.176470588235294,0.0903614457831325,0.0194174757281553,0.125615763546798,0.45045045045045,0.498316498316498,0.277274687365242,0.325581395348837,0.254385964912281,0.115702479338843,5,"none","CALIFORNIA",1
129,0.203389830508475,0.303921568627451,0.144578313253012,0.132686084142395,0.0689655172413793,0.396396396396396,0.444444444444444,0.199655023717116,0.395348837209302,0.184210526315789,0.528925619834711,7,"none","CALIFORNIA",1
130,0.254237288135593,0.186274509803922,0.132530120481928,0.553398058252427,0.061576354679803,0.135135135135135,0.37037037037037,0.508408796895213,0.271317829457364,0.271929824561404,0.198347107438016,5,"WHITE","CALIFORNIA",3
131,0.271186440677966,0.147058823529412,0.216867469879518,0.207119741100324,0.0467980295566503,0.27027027027027,0.32996632996633,0.219491159982749,0.488372093023256,0.219298245614035,0.677685950413223,8,"none","CALIFORNIA",1
132,0.161016949152542,0.0784313725490196,0.156626506024096,0.181229773462783,0.083743842364532,0.243243243243243,0.36026936026936,0.279862009486848,0.263565891472868,0.31578947368421,0.31404958677686,6,"none","CALIFORNIA",1
133,0.194915254237288,0.0245098039215686,0.186746987951807,0.0194174757281553,0.0689655172413793,0.486486486486487,0.468013468013468,0.17636912462268,0.534883720930233,0.166666666666667,0.512396694214876,7,"none","CALIFORNIA",1
134,0.38135593220339,0.225490196078431,0.234939759036145,0.0550161812297735,0.169950738916256,0.144144144144144,0.124579124579125,0.316084519189304,0.457364341085271,0.482456140350877,0.743801652892562,7,"none","CALIFORNIA",1
135,0.220338983050847,0.274509803921569,0.126506024096386,0.0485436893203884,0.0935960591133005,0.225225225225225,0.141414141414141,0.409659335920655,0.581395348837209,0.482456140350877,0.28099173553719,6,"RED","CALIFORNIA",2
138,0.677966101694915,0.176470588235294,0.313253012048193,0.0355987055016181,0.152709359605911,0.045045045045045,0.0134680134680135,0.417852522639069,0.372093023255814,0.43859649122807,0.363636363636363,7,"none","CALIFORNIA",1
139,0.288135593220339,0.156862745098039,0.174698795180723,0.0744336569579288,0.0665024630541872,0.144144144144144,0.373737373737374,0.301854247520484,0.496124031007752,0.403508771929825,0.347107438016529,6,"none","CALIFORNIA",1
140,0.279661016949153,0.5,0.00602409638554217,0.0517799352750809,0.17487684729064,0.234234234234234,0.124579124579125,0.36179387667098,0.542635658914729,0.31578947368421,0.446280991735537,6,"none","CALIFORNIA",1
142,0.194915254237288,0.166666666666667,0.289156626506024,0.488673139158576,0.105911330049261,0.216216216216216,0.296296296296296,0.46183699870634,0.271317829457364,0.201754385964912,0.198347107438016,6,"WHITE","CALIFORNIA",3
143,0.23728813559322,0.225490196078431,0.22289156626506,0.177993527508091,0.105911330049261,0.108108108108108,0.531986531986532,0.384217335058215,0.403100775193799,0.149122807017544,0.132231404958678,4,"none","CALIFORNIA",1
147,0.305084745762712,0.235294117647059,0.331325301204819,0.514563106796116,0.11576354679803,0.468468468468468,0.781144781144781,0.629150495903408,0.186046511627907,0.31578947368421,0.115702479338843,6,"WHITE","CALIFORNIA",3
148,0.296610169491525,0.225490196078431,0.150602409638554,0.192556634304207,0.0566502463054187,0.261261261261261,0.444444444444444,0.229840448469166,0.13953488372093,0.131578947368421,0.512396694214876,5,"WHITE","CALIFORNIA",3
151,0.449152542372881,0.205882352941176,0.198795180722892,0.0436893203883495,0.133004926108374,0.108108108108108,0.0707070707070707,0.347132384648557,0.41860465116279,0.543859649122807,0.611570247933884,7,"RED","CALIFORNIA",2
152,0.305084745762712,0.166666666666667,0.174698795180723,0.197411003236246,0.0270935960591133,0.27027027027027,0.36026936026936,0.270375161707633,0.317829457364341,0.0614035087719298,0.462809917355372,6,"WHITE","CALIFORNIA",3
153,0.389830508474576,0.264705882352941,0.337349397590361,0.423948220064725,0.0960591133004926,0.486486486486487,0.619528619528619,0.525657611039239,0.271317829457364,0.31578947368421,0.231404958677686,6,"WHITE","CALIFORNIA",3
154,0.211864406779661,0.176470588235294,0.150602409638554,0.145631067961165,0.0911330049261084,0.0900900900900901,0.427609427609428,0.211729193617938,0.193798449612403,0.403508771929825,0.495867768595041,6,"WHITE","CALIFORNIA",3
155,0.211864406779661,0.127450980392157,0.240963855421687,0.0323624595469256,0.0541871921182266,0.423423423423423,0.430976430976431,0.197930142302717,0.542635658914729,0.236842105263158,0.578512396694215,6,"WHITE","CALIFORNIA",3
156,0.432203389830508,0.392156862745098,0.319277108433735,0.106796116504854,0.226600985221675,0.018018018018018,0.0134680134680135,0.377317809400602,0.37984496124031,0.324561403508772,0.677685950413223,7,"RED","CALIFORNIA",2
157,0.211864406779661,0.205882352941176,0.13855421686747,0.436893203883495,0.0689655172413793,0.207207207207207,0.313131313131313,0.352307028891765,0.27906976744186,0.140350877192982,0.429752066115702,6,"WHITE","CALIFORNIA",3
158,0.254237288135593,0.0686274509803921,0.192771084337349,0.262135922330097,0.120689655172414,0.207207207207207,0.35016835016835,0.435101336783094,0.527131782945736,0.157894736842105,0.132231404958678,6,"WHITE","CALIFORNIA",3
159,0.347457627118644,0.176470588235294,0.198795180722892,0.310679611650485,0.0738916256157636,0.648648648648649,0.693602693602694,0.422164726175075,0.162790697674419,0.236842105263158,0.247933884297521,6,"WHITE","CALIFORNIA",3
161,0.220338983050847,0.0980392156862745,0.192771084337349,0.288025889967638,0.105911330049261,0.207207207207207,0.282828282828283,0.396291504959032,0.488372093023256,0.236842105263158,0.231404958677686,6,"WHITE","CALIFORNIA",3
162,0.296610169491525,0.0980392156862745,0.391566265060241,0.0226537216828479,0.0911330049261084,0.243243243243243,0.508417508417508,0.322984044846918,0.472868217054264,0.350877192982456,0.231404958677686,6,"WHITE","CALIFORNIA",3
164,0.372881355932203,0.117647058823529,0.259036144578313,0.058252427184466,0.165024630541872,0.27027027027027,0.151515151515152,0.414402759810265,0.627906976744186,0.517543859649123,0.396694214876033,6,"RED","CALIFORNIA",2
169,0.279661016949153,0.0980392156862745,0.156626506024096,0.0194174757281553,0.0788177339901478,0.171171171171171,0.218855218855219,0.236739974126779,0.248062015503876,0.456140350877193,0.31404958677686,6,"WHITE","CALIFORNIA",3
170,0.220338983050847,0.245098039215686,0.168674698795181,0.0129449838187702,0.0714285714285714,0.261261261261261,0.35016835016835,0.197930142302717,0.310077519379845,0.175438596491228,0.413223140495868,6,"WHITE","CALIFORNIA",3
171,0.203389830508475,0.166666666666667,0.150602409638554,0.0226537216828479,0.0517241379310345,0.306306306306306,0.333333333333333,0.17636912462268,0.449612403100775,0.192982456140351,0.512396694214876,7,"WHITE","CALIFORNIA",3
175,0.313559322033898,0.156862745098039,0.186746987951807,0.401294498381877,0.100985221674877,0.225225225225225,0.585858585858586,0.505821474773607,0.255813953488372,0.271929824561404,0.181818181818182,6,"WHITE","CALIFORNIA",3
176,0.313559322033898,0.313725490196078,0.602409638554217,0.608414239482201,0.0788177339901478,0.288288288288288,0.478114478114478,0.456662354463131,0.403100775193799,0.140350877192982,0.661157024793388,6,"WHITE","CALIFORNIA",3
178,0.38135593220339,0.509803921568627,0.0783132530120482,0.0614886731391586,0.187192118226601,0.045045045045045,0.0606060606060606,0.486847779215177,0.457364341085271,0.324561403508772,0.198347107438016,6,"RED","CALIFORNIA",2
179,0.279661016949153,0.186274509803922,0.144578313253012,0.385113268608414,0.0862068965517241,0.423423423423423,0.377104377104377,0.437688658904701,0.248062015503876,0.298245614035088,0.330578512396694,7,"WHITE","CALIFORNIA",3
180,0.211864406779661,0.254901960784314,0.198795180722892,0.12621359223301,0.061576354679803,0.162162162162162,0.249158249158249,0.197930142302717,0.511627906976744,0.31578947368421,0.661157024793388,7,"WHITE","CALIFORNIA",3
181,0.203389830508475,0.156862745098039,0.132530120481928,0.233009708737864,0.108374384236453,0.396396396396396,0.481481481481481,0.359637774902972,0.395348837209302,0.263157894736842,0.214876033057851,5,"WHITE","CALIFORNIA",3
182,0.245762711864407,0.323529411764706,0.162650602409639,0.0614886731391586,0.0591133004926108,0.216216216216216,0.265993265993266,0.161707632600256,0.255813953488372,0.105263157894737,0.611570247933884,6,"WHITE","CALIFORNIA",3
183,0.322033898305085,0.357843137254902,0.265060240963855,0.446601941747573,0.0886699507389163,0.603603603603604,0.693602693602694,0.495472186287194,0.589147286821705,0.12280701754386,0.330578512396694,6,"WHITE","CALIFORNIA",3
184,0.296610169491525,0.147058823529412,0.22289156626506,0.0355987055016181,0.0566502463054187,0.531531531531532,0.505050505050505,0.210866752910736,0.302325581395349,0.114035087719298,0.512396694214876,6,"WHITE","CALIFORNIA",3
187,0.220338983050847,0.0882352941176471,0.180722891566265,0.0679611650485437,0.061576354679803,0.288288288288288,0.400673400673401,0.190168175937901,0.24031007751938,0.236842105263158,0.396694214876033,6,"WHITE","CALIFORNIA",3
188,0.398305084745763,0.0882352941176471,0.44578313253012,0.0938511326860842,0.100985221674877,0.252252252252252,0.410774410774411,0.245364381198792,0.434108527131783,0.157894736842105,0.727272727272727,6,"WHITE","CALIFORNIA",3
191,0.23728813559322,0.156862745098039,0.180722891566265,0.343042071197411,0.041871921182266,0.0900900900900901,0.239057239057239,0.28891763691246,0.317829457364341,0.289473684210526,0.793388429752066,7,"WHITE","CALIFORNIA",3
192,0.211864406779661,0.0882352941176471,0.192771084337349,0.113268608414239,0.0763546798029557,0.324324324324324,0.373737373737374,0.203104786545925,0.403100775193799,0.184210526315789,0.545454545454546,6,"WHITE","CALIFORNIA",3
193,0.23728813559322,0.200980392156863,0.295180722891566,0.346278317152104,0.0640394088669951,0.504504504504504,0.441077441077441,0.440275981026303,0.27906976744186,0.280701754385965,0.148760330578512,6,"WHITE","CALIFORNIA",3
199,0.26271186440678,0.156862745098039,0.240963855421687,0.475728155339806,0.105911330049261,0.720720720720721,0.646464646464647,0.495472186287194,0.372093023255814,0.412280701754386,0.231404958677686,5,"WHITE","CALIFORNIA",3
200,0.508474576271187,0.411764705882353,0.295180722891566,0.0614886731391586,0.5935960591133,0.036036036036036,0.0471380471380471,0.51272100043122,0.457364341085271,0.5,0.446280991735537,6,"RED","CALIFORNIA",2
202,0.220338983050847,0.205882352941176,0.126506024096386,0.289644012944984,0.0788177339901478,0.315315315315315,0.38047138047138,0.268650280293229,0.209302325581395,0.105263157894737,0.484848484297521,6,"WHITE","CALIFORNIA",3
203,0.296610169491525,0.235294117647059,0.204819277108434,0.190938511326861,0.0566502463054187,0.207207207207207,0.356902356902357,0.342388960758947,0.387596899224806,0.210526315789474,0.297520661157025,6,"WHITE","CALIFORNIA",3
204,0.211864406779661,0.117647058823529,0.156626506024096,0.129449838187702,0.0763546798029557,0.963963963963964,0.545454545454545,0.24450194049159,0.271317829457364,0.464912280701754,0.446280991735537,7,"WHITE","CALIFORNIA",3
